image_urls,station_url,genre,images,name
http://resources.live24.gr/resources/images/stations/bf7944b6-85ca-4016-8fec-7064ccccbb92.jpg,/radio/generic.jsp?sid=196,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/bf7944b6-85ca-4016-8fec-7064ccccbb92.jpg', 'checksum': '8192a1c7d3c7d24cc40f6ca9b7f0f951', 'path': 'full/5b29053ab2a8f61cdb9b5a34866d0acb83a91726.jpg'}]",Star FM 95.3
http://resources.live24.gr/resources/images/stations/25caa023-283d-4d94-b4fd-2dbc812d52b0.jpg,/radio/generic.jsp?sid=1667,Ροκ,"[{'url': 'http://resources.live24.gr/resources/images/stations/25caa023-283d-4d94-b4fd-2dbc812d52b0.jpg', 'checksum': '7547cc2461322ba1e59179e03f254f81', 'path': 'full/e99a7a85ce4b207680696c521c6e5b5650d05104.jpg'}]",Perfect Radio 103.3
http://resources.live24.gr/resources/images/stations/a99fa3b6-2fd7-4f6e-9c79-be69a1e82f1f.jpg,/radio/generic.jsp?sid=1901,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/a99fa3b6-2fd7-4f6e-9c79-be69a1e82f1f.jpg', 'checksum': '4da7abad7e844e5ae93e661e344a0c8f', 'path': 'full/5126eb664fa210808ad3fd2615758c8318e03fa2.jpg'}]","Radio Marconi 96,1"
http://resources.live24.gr/resources/images/stations/16074710-445e-4b70-9b7b-3317b08278c3.png,/radio/generic.jsp?sid=2849,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/16074710-445e-4b70-9b7b-3317b08278c3.png', 'checksum': '01558a89376baf0a6e7ebd1730462b87', 'path': 'full/288a6fed53f1dee4162190ab4557d3b9700fba95.jpg'}]",Kiss FM Βόλου 98.0
http://resources.live24.gr/resources/images/stations/254768dc-0e91-4119-ae0f-b8add61d0268.png,/radio/generic.jsp?sid=195,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/254768dc-0e91-4119-ae0f-b8add61d0268.png', 'checksum': '5bf3d02eccbd60c685d4edb94d777c8a', 'path': 'full/968fac6e48148b9379d26350cc56a6b8b91c59d7.jpg'}]",OK FM 94.5
http://resources.live24.gr/resources/images/stations/d916f7e2-8aba-4762-a3f9-3c18cebba4fd.png,/radio/generic.jsp?sid=358,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/d916f7e2-8aba-4762-a3f9-3c18cebba4fd.png', 'checksum': '5bf343075a7c817a114fe49243ee4408', 'path': 'full/0837b0ff5af23f56b4e43665f0c48bc9d204b847.jpg'}]",Ιωάννινα Πρώτο Κανάλι 95.4
http://resources.live24.gr/resources/images/stations/9596b1c9-28de-4ad8-a8a4-a250dd936069.jpg,/radio/generic.jsp?sid=1906,Διάφορα Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/9596b1c9-28de-4ad8-a8a4-a250dd936069.jpg', 'checksum': 'e029e54782f67320a87bca2bc7681d14', 'path': 'full/7ff8703dc336bb92209cd23cf2cadd8247d08c2f.jpg'}]",Blue Star FM 105.1
http://resources.live24.gr/resources/images/stations/16187bd4-6850-49cc-8dc5-e66aa571834e.jpg,/radio/generic.jsp?sid=2384,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/16187bd4-6850-49cc-8dc5-e66aa571834e.jpg', 'checksum': '6ceaf54f51b25c8dcf5710c8c74a70e6', 'path': 'full/13959250654480f1f07e160b4d4c24889a16499f.jpg'}]",Blue Ηeart 105.1
http://resources.live24.gr/resources/images/stations/c689f912-ad9e-4513-9d2a-db9418d70018.png,/radio/generic.jsp?sid=1407,Παραδοσιακά Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/c689f912-ad9e-4513-9d2a-db9418d70018.png', 'checksum': '724c7ae5d6a915bafb9a282300971fd1', 'path': 'full/29ff70503086ff973878c7e48cc7c7ad6fd4b634.jpg'}]",Ράδιο Ηπειρος 94.5
http://resources.live24.gr/resources/images/stations/96b271ac-fe8b-4f78-9e28-1e113283a16b.jpg,/radio/generic.jsp?sid=207,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/96b271ac-fe8b-4f78-9e28-1e113283a16b.jpg', 'checksum': 'a6b8900c81e6782e21296b8290996342', 'path': 'full/451e800c99494d80cb371ab3d04b7c2baf35c577.jpg'}]",Power 100.2
http://resources.live24.gr/resources/images/stations/7bc5c46d-ef7f-470b-af01-36b34bc93754.png,/radio/generic.jsp?sid=2497,'Εντεχνα,"[{'url': 'http://resources.live24.gr/resources/images/stations/7bc5c46d-ef7f-470b-af01-36b34bc93754.png', 'checksum': '6850900398a4e55bdd57405588cd5f11', 'path': 'full/ff67f9d1d4d2f24944372dfe0674a034c17e6d5a.jpg'}]",Spirto FM 104.7
http://resources.live24.gr/resources/images/stations/891f5f2d-0c4e-40ff-aa11-7a9594cec4cc.jpg,/radio/generic.jsp?sid=359,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/891f5f2d-0c4e-40ff-aa11-7a9594cec4cc.jpg', 'checksum': '3eb30403f8cd393428c3877451ce2675', 'path': 'full/1a1da38db8b45e79e1daa9d39825e847f90727c2.jpg'}]",Star FM 95.7
http://resources.live24.gr/resources/images/stations/e868f7c3-8bde-4e1b-ae67-81da065868e3.png,/radio/generic.jsp?sid=372,Ροκ,"[{'url': 'http://resources.live24.gr/resources/images/stations/e868f7c3-8bde-4e1b-ae67-81da065868e3.png', 'checksum': '304e0d66bf3eea0e080ad67fc3775b43', 'path': 'full/80623016c98eda1903fcf2000e22fde11ca66392.jpg'}]",Studio E 103
http://resources.live24.gr/resources/images/stations/677e35af-49d1-49c3-a1d6-7f11940100ae.png,/radio/generic.jsp?sid=365,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/677e35af-49d1-49c3-a1d6-7f11940100ae.png', 'checksum': '2fd7aca8af9338da4af37ca1a284e858', 'path': 'full/38f03e2f0824c907bd01e0c5e68aeadc664e7cbf.jpg'}]",Δημοτικό Ραδιόφωνο Ιωαννίνων 98.7
http://resources.live24.gr/resources/images/stations/028ef2a7-2447-44be-995c-221bc9e975be.png,/radio/generic.jsp?sid=3117,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/028ef2a7-2447-44be-995c-221bc9e975be.png', 'checksum': '64b26ac0ac4fad7ddb42e8cbc8eb5821', 'path': 'full/a2fe1a07e1af5bfe9f8144a831f214cf40c50ce5.jpg'}]",Nova FM 106
http://resources.live24.gr/resources/images/stations/e8a3b004-3c62-4513-8c40-c31fe326ca8a.jpg,/radio/generic.jsp?sid=366,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/e8a3b004-3c62-4513-8c40-c31fe326ca8a.jpg', 'checksum': '5a7b2cd265d4e51151c0168dc6850eb0', 'path': 'full/6aecd300a08b30d09e435440941ab5c21f4db655.jpg'}]",Sky Radio 99.2
http://resources.live24.gr/resources/images/stations/36b5b163-0666-48ff-85ee-ddeed13aac8d.jpg,/radio/generic.jsp?sid=1538,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/36b5b163-0666-48ff-85ee-ddeed13aac8d.jpg', 'checksum': '16a63deeb6b38881f9609fca2d1df57c', 'path': 'full/29b53dd971664ed239cd2c33c4a9a26a6bc3b79d.jpg'}]",Love Radio 97.2
http://resources.live24.gr/resources/images/stations/4567a2c2-4c32-4d84-9f2f-0390cb9aeb19.png,/radio/generic.jsp?sid=357,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/4567a2c2-4c32-4d84-9f2f-0390cb9aeb19.png', 'checksum': 'f1759b224321f078d8417875973ef85a', 'path': 'full/0908d9e443e0060da439a1a62e82e809f491a5ea.jpg'}]",Melody 94.9
http://resources.live24.gr/resources/images/stations/93f7ca3f-422f-4d97-ac9d-d1ff58917c25.jpg,/radio/generic.jsp?sid=2536,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/93f7ca3f-422f-4d97-ac9d-d1ff58917c25.jpg', 'checksum': '658a9fe218d9387a5c3c3b211c6070e9', 'path': 'full/5044a05123e140784083f87d83dc5296dab9c48a.jpg'}]",Kiss FM 91.1
http://resources.live24.gr/resources/images/stations/ffc17309-7b30-48d9-8455-af5986abf22b.png,/radio/generic.jsp?sid=371,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/ffc17309-7b30-48d9-8455-af5986abf22b.png', 'checksum': 'd46991ed35a1b4a6a3659b99194f0f47', 'path': 'full/17590b04b3fdfa1f3f4b61a6c12ea1127d2aee43.jpg'}]",Ηχώ 102.7
http://resources.live24.gr/resources/images/stations/1824d5d7-1ecc-4891-8b23-b093e08f3934.jpg,/radio/generic.jsp?sid=1963,Λαϊκά,"[{'url': 'http://resources.live24.gr/resources/images/stations/1824d5d7-1ecc-4891-8b23-b093e08f3934.jpg', 'checksum': 'c549747d6ae5c01d8859dce2ee3ba42c', 'path': 'full/c5ca9db8f23f4735a26663080e730ddb08b45ed7.jpg'}]",HIT 93.5
http://resources.live24.gr/resources/images/stations/25d9eb7e-48ba-4bdb-89cc-8a4e074ff9d0.jpg,/radio/generic.jsp?sid=143,Διάφορα Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/25d9eb7e-48ba-4bdb-89cc-8a4e074ff9d0.jpg', 'checksum': '3ea50bb40627d6f71c83141cfa34b777', 'path': 'full/31a9fc38db304314c0650281448dd550191ace73.jpg'}]",Ράδιο Ελασσόνα 88.4
http://resources.live24.gr/resources/images/stations/9095e1c8-8677-482b-b412-a8b7a89dce5b.png,/radio/generic.jsp?sid=1595,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/9095e1c8-8677-482b-b412-a8b7a89dce5b.png', 'checksum': 'cfeccd28a16ff32a9b453b44f0083308', 'path': 'full/e063813fd1ec601c5b15e8d76787370c960f738d.jpg'}]",Action Radio Κόνιτσα 98.2
http://resources.live24.gr/resources/images/stations/0bdc5673-b55c-4a0b-a92f-30fecc43dcae.png,/radio/generic.jsp?sid=374,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/0bdc5673-b55c-4a0b-a92f-30fecc43dcae.png', 'checksum': '9edb1a535d5ed863a63ecd3245fb0c77', 'path': 'full/b318bad3c4bb98f02bf7c9b682f8f719bd06ad2c.jpg'}]",Radio DeeJay Ιωάννινα 89.6
http://resources.live24.gr/resources/images/stations/729f1252-6ab5-4f78-b549-846093153c2e.jpg,/radio/generic.jsp?sid=1472,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/729f1252-6ab5-4f78-b549-846093153c2e.jpg', 'checksum': '01560655225e7a2791cc208ddf14c929', 'path': 'full/76b34c046c5685ee368063b6f6e349a8e2e356a4.jpg'}]",Best Radio 90.7
http://resources.live24.gr/resources/images/stations/9bd0b42e-23ba-4b6d-9fee-5a176e961019.png,/radio/generic.jsp?sid=163,Διάφορα Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/9bd0b42e-23ba-4b6d-9fee-5a176e961019.png', 'checksum': '51978dad563bee84655df39a76b8e89c', 'path': 'full/27edc709ad3233ca53b0e3fe97db11af308924bd.jpg'}]",Party 97.1
http://resources.live24.gr/resources/images/stations/49c15b9b-c5c2-4732-b409-8e2da977f30c.jpg,/radio/generic.jsp?sid=375,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/49c15b9b-c5c2-4732-b409-8e2da977f30c.jpg', 'checksum': '5f83b9d7de12e03806efcf258faa6db0', 'path': 'full/2c4b60df1e8966ca92c3654c16c852cdda7deb7f.jpg'}]",Giga FM 105.4
http://resources.live24.gr/resources/images/stations/2808d5dc-cea4-414c-aa73-6157cd3b4861.jpg,/radio/generic.jsp?sid=2105,'Εντεχνα,"[{'url': 'http://resources.live24.gr/resources/images/stations/2808d5dc-cea4-414c-aa73-6157cd3b4861.jpg', 'checksum': 'd7b2815835abae2a2b4c7b1ef458d1cb', 'path': 'full/105cefca2ccead4ac3ccee9a1d6874fddf47bb85.jpg'}]",Ράδιο Ιόνιο 99.9
http://resources.live24.gr/resources/images/stations/215d091a-fc57-4f45-ad47-58ae5faa5b2d.png,/radio/generic.jsp?sid=393,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/215d091a-fc57-4f45-ad47-58ae5faa5b2d.png', 'checksum': '46a17aca0d3029f3ce0a022ac76a1c80', 'path': 'full/6c89b797d599f391629e82d37a31b39e2d561b00.jpg'}]",Ράδιο Άλφα 98.1
http://resources.live24.gr/resources/images/stations/a25549f9-c086-4a3a-a544-5d98b5017486.png,/radio/generic.jsp?sid=385,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/a25549f9-c086-4a3a-a544-5d98b5017486.png', 'checksum': '39af6b97776a549efa983d11d3342881', 'path': 'full/69bf01d6740aa01927da99a1bfbd7b876c7a535d.jpg'}]",Δημοτική Ραδιοφωνία Πρέβεζας 87.9
http://resources.live24.gr/resources/images/stations/11bf1694-f82e-4708-a856-24407c62f74e.png,/radio/generic.jsp?sid=2061,Θρησκευτική,"[{'url': 'http://resources.live24.gr/resources/images/stations/11bf1694-f82e-4708-a856-24407c62f74e.png', 'checksum': '26b9c30613dfbbedb735dcc7ce250ac7', 'path': 'full/2a3d8cb4cdb7c6ccd761f86e028f71a7bac07101.jpg'}]",Χριστιανισμός 104.3
http://resources.live24.gr/resources/images/stations/92f8a7b8-ce30-4602-aa02-c47e4f53e356.jpg,/radio/generic.jsp?sid=1379,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/92f8a7b8-ce30-4602-aa02-c47e4f53e356.jpg', 'checksum': '56c4595e5bffa2fc88068e07ddefb9e4', 'path': 'full/a27a8f7bd11ca662e14ae95c322791b2abdda8f9.jpg'}]",Στο κόκκινο 105.5
http://resources.live24.gr/resources/images/stations/7901ebf6-0843-491a-998b-1fc9fd37ab75.jpg,/radio/generic.jsp?sid=1436,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/7901ebf6-0843-491a-998b-1fc9fd37ab75.jpg', 'checksum': 'e953876e329528def6dbadedd2a0ff6b', 'path': 'full/adc493e72dcd77c23db1910416f42fb7e4b5f14e.jpg'}]",Radio DeeJay 93.4
http://resources.live24.gr/resources/images/stations/41e790ec-598d-45f7-b36c-0f7947ad118c.gif,/radio/generic.jsp?sid=1334,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/41e790ec-598d-45f7-b36c-0f7947ad118c.gif', 'checksum': '8c47b3818075dcbb5588b33581e38b45', 'path': 'full/5cbe27032f621fc6ae1eddf834325c17085e3112.jpg'}]",ΣΚΑΪ 100.3
http://resources.live24.gr/resources/images/stations/9dc125c4-fe64-4952-8c45-b9740609fb69.png,/radio/generic.jsp?sid=2498,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/9dc125c4-fe64-4952-8c45-b9740609fb69.png', 'checksum': '832b8f8b5acfc1dc6775d230cc165ce0', 'path': 'full/5bbea757b795cf00d58e579d4e23bb42d3108448.jpg'}]",ΕΡΤ Ιωαννίνων 88.2
http://resources.live24.gr/resources/images/stations/f45826bf-637f-4499-94d3-422a9adf1d76.png,/radio/generic.jsp?sid=1351,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/f45826bf-637f-4499-94d3-422a9adf1d76.png', 'checksum': '6460f26268add2f4c1d9b6c3e3640d33', 'path': 'full/a2538eb5131942c5d4282d67a483bc81de7c0980.jpg'}]",Ραδιοζώνες 93.8
http://resources.live24.gr/resources/images/stations/ca77d97d-6a43-4df1-ad7a-9c6e0eb42314.png,/radio/generic.jsp?sid=1842,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/ca77d97d-6a43-4df1-ad7a-9c6e0eb42314.png', 'checksum': 'aed7297948bc75e67f72e40145aeb0f9', 'path': 'full/4ebe62623e405fe27d14ca8bc863f2c4ee67d519.jpg'}]",Radio Prisma 91.6
http://resources.live24.gr/resources/images/stations/db37fec5-b5ca-4fa4-9102-578b547bd77d.jpg,/radio/generic.jsp?sid=2544,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/db37fec5-b5ca-4fa4-9102-578b547bd77d.jpg', 'checksum': 'cf9418f81e7122085253e1bc8bf4dde0', 'path': 'full/6b01b5d5d11abd83d00dbc5314f6bf5a4f45d606.jpg'}]",DeeJay Βόλος 104.5
http://resources.live24.gr/resources/images/stations/2f9f9038-fb1c-496e-b61d-f272519c48c9.png,/radio/generic.jsp?sid=2557,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/2f9f9038-fb1c-496e-b61d-f272519c48c9.png', 'checksum': '89864cff2a6a2b606b470105a0af7991', 'path': 'full/414aac78f53b23e524a5943fd495dc11e24bec9d.jpg'}]",Ράδιο Hχόραμα 108.0
http://resources.live24.gr/resources/images/stations/a5cd6867-688b-4fd0-b1e2-45c470314281.jpg,/radio/generic.jsp?sid=384,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/a5cd6867-688b-4fd0-b1e2-45c470314281.jpg', 'checksum': '0865721219f7edd2b349e0aba45bd281', 'path': 'full/df7362d5345806b00dda441e1e9e44dc83563079.jpg'}]",Πίνδος FM 107.7
http://resources.live24.gr/resources/images/stations/48e83f29-0082-4842-820f-5852fc258c97.jpg,/radio/mousikos.jsp,Λαϊκά,"[{'url': 'http://resources.live24.gr/resources/images/stations/48e83f29-0082-4842-820f-5852fc258c97.jpg', 'checksum': '4f9ec5689c3ad1afad610edf57f87ece', 'path': 'full/48cb5736af6d4219623266173276eec010809c0d.jpg'}]",Μουσικός 98.6
http://resources.live24.gr/resources/images/stations/b527c83e-c3fc-4de6-86f2-860254db65fd.png,/radio/generic.jsp?sid=1332,'Εντεχνα,"[{'url': 'http://resources.live24.gr/resources/images/stations/b527c83e-c3fc-4de6-86f2-860254db65fd.png', 'checksum': 'cf4ea7f60752af49720a549fd5f3976c', 'path': 'full/945252a13c81c7c5b99937482682ffac3557f585.jpg'}]",Μελωδία FM 99.2
http://resources.live24.gr/resources/images/stations/d71af57b-ff30-42f0-a1dd-6b6b1a65ce48.gif,/radio/generic.jsp?sid=1431,Διάφορα Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/d71af57b-ff30-42f0-a1dd-6b6b1a65ce48.gif', 'checksum': 'febc21dd3366849a21f2526f7dcb1682', 'path': 'full/4db9528d48cd08e54a916a60a7cd1b9ebfd23758.jpg'}]",Μινόρε FM .
http://resources.live24.gr/resources/images/stations/5cba0f3e-d6d7-4439-8674-9717e3d19801.png,/radio/generic.jsp?sid=2915,Λαϊκά,"[{'url': 'http://resources.live24.gr/resources/images/stations/5cba0f3e-d6d7-4439-8674-9717e3d19801.png', 'checksum': '4886c197417b229c45510690dcb4f31e', 'path': 'full/6c34017363357e57db0347b299606e6cdbc7a60e.jpg'}]",Λίγα λόγια και με νόημα 99.8
http://resources.live24.gr/resources/images/stations/92186fe0-4b3a-4113-9223-ff751e34ff48.jpg,/radio/generic.jsp?sid=2386,Παραδοσιακά Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/92186fe0-4b3a-4113-9223-ff751e34ff48.jpg', 'checksum': '187e5e137b7735945824d20190a67995', 'path': 'full/f23fb250b217724fe183a02b0866a63783ecf9e6.jpg'}]",Λύρα FM 91.4
http://resources.live24.gr/resources/images/stations/eed35b1d-fb71-40fc-8c68-0b2be64f4deb.png,/radio/generic.jsp?sid=1361,Παραδοσιακά Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/eed35b1d-fb71-40fc-8c68-0b2be64f4deb.png', 'checksum': 'ae72d8eacec338cd6204792488a70442', 'path': 'full/47bf1f5ea746d58e98172aa25924df7c6d6141e0.jpg'}]",Κρήτη FM 87.5
http://resources.live24.gr/resources/images/stations/ff6bbd0d-45f8-429c-908a-95e73304ecf2.jpg,/radio/generic.jsp?sid=3024,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/ff6bbd0d-45f8-429c-908a-95e73304ecf2.jpg', 'checksum': '40eaf9ac901472c6a723820e63625f25', 'path': 'full/df233a01e6d41fbe89bb73b80ce932866fc51fe3.jpg'}]",Θέμα Radio 104.6
http://resources.live24.gr/resources/images/stations/7603b6bf-ad5f-49f8-9824-ab0863bc340b.jpg,/radio/generic.jsp?sid=2074,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/7603b6bf-ad5f-49f8-9824-ab0863bc340b.jpg', 'checksum': 'ab301c2f6acfc18755e0adf90ae8b5c9', 'path': 'full/db233091cc22c84d9263186511cc11bac3a03bf8.jpg'}]",ΕΡΤ Τρίτο πρόγραμμα 90.9
http://resources.live24.gr/resources/images/stations/2ed4e264-3caa-4079-ac5e-48e17e7101d2.png,/radio/generic.jsp?sid=1313,Διάφορα Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/2ed4e264-3caa-4079-ac5e-48e17e7101d2.png', 'checksum': 'ee631e9e87ed4d54b7627ad59158cded', 'path': 'full/fdb8ad4a6acbef138d771fb2b04f1692c972f11f.jpg'}]",Κανάλι 1 – Δημοτική Ραδιοφωνία Πειραιά 90.4
http://resources.live24.gr/resources/images/stations/4615448a-05c3-46e6-9575-32a859c7d122.png,/radio/generic.jsp?sid=1319,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/4615448a-05c3-46e6-9575-32a859c7d122.png', 'checksum': 'e0e882e1b806b23005a14c3dadba79ac', 'path': 'full/5f4b2c0f94c99d5e4211241598720deeecaf79de.jpg'}]",ΕΡΤ Κόσμος 93.6
http://resources.live24.gr/resources/images/stations/35fd37f4-fbe3-492f-a1ae-e3f1bdf46a00.png,/radio/generic.jsp?sid=2073,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/35fd37f4-fbe3-492f-a1ae-e3f1bdf46a00.png', 'checksum': '4a311b0ce3a5e5f66f6f90017a34fdda', 'path': 'full/29aaf896d8f4aeb17bde659604ff12fe9834643c.jpg'}]",ΕΡΤ Πρώτο πρόγραμμα 91.6
http://resources.live24.gr/resources/images/stations/8ad58f66-5fa0-4053-84fa-debe26f7b07d.jpg,/radio/generic.jsp?sid=2197,Παραδοσιακά Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/8ad58f66-5fa0-4053-84fa-debe26f7b07d.jpg', 'checksum': '2241a98524317613b8dd290d619b5b57', 'path': 'full/5944c92ec231703cbf616f7db59ef1c2756b4909.jpg'}]",ΕΡΤ Δεύτερο πρόγραμμα 103.7
http://resources.live24.gr/resources/images/stations/82ac74cc-5512-49e8-9be1-92abab459eb2.png,/radio/ellinikosfm.jsp,Λαϊκά,"[{'url': 'http://resources.live24.gr/resources/images/stations/82ac74cc-5512-49e8-9be1-92abab459eb2.png', 'checksum': '794f1e9a801b6cddac5db7fe8a7ccb86', 'path': 'full/db02660ec9842d5101880d464c8232242cbb20ea.jpg'}]",Ελληνικός FM 93.2
http://resources.live24.gr/resources/images/stations/96a1b6b5-d5eb-4ad8-b5fb-c52f002428e8.png,/radio/generic.jsp?sid=1320,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/96a1b6b5-d5eb-4ad8-b5fb-c52f002428e8.png', 'checksum': 'be4bdce0d86b74679660d96a8ebe87af', 'path': 'full/51b944f9b8ea440c111e2fdd4a0b4926a968e4c7.jpg'}]",Επικοινωνία FM 94.0
http://resources.live24.gr/resources/images/stations/a216c499-86ed-425d-a5f6-4b4953c360d3.jpg,/radio/diesi.jsp,'Εντεχνα,"[{'url': 'http://resources.live24.gr/resources/images/stations/a216c499-86ed-425d-a5f6-4b4953c360d3.jpg', 'checksum': '287d215b4698663c8d0f525608a015f1', 'path': 'full/d0320c91cc7d6320cdcad6feb9bab360ddb5ed37.jpg'}]",Δίεση 101.3
http://resources.live24.gr/resources/images/stations/f517e1da-2fc0-4452-8cd9-cb5b09fcb0ff.jpg,/radio/generic.jsp?sid=2231,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/f517e1da-2fc0-4452-8cd9-cb5b09fcb0ff.jpg', 'checksum': 'bc31eef4d279482e281a5b6777432915', 'path': 'full/9bfb9436379d8ceaf32b44560a78c140c7094bd6.jpg'}]",ΕΡΑ σπορ 101.8
http://resources.live24.gr/resources/images/stations/26b249fc-9d6e-4300-85d2-904348c77770.png,/radio/generic.jsp?sid=1329,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/26b249fc-9d6e-4300-85d2-904348c77770.png', 'checksum': '47582ba6c8a94f2dbcc830fc0a4df2fb', 'path': 'full/278448c54e213330100d05f02556c6c36da648e1.jpg'}]",Αθήνα 98.4
http://resources.live24.gr/resources/images/stations/250e8f83-68ab-41cb-b951-ae937111d673.png,/radio/generic.jsp?sid=1316,Ελληνική Mainstream,"[{'url': 'http://resources.live24.gr/resources/images/stations/250e8f83-68ab-41cb-b951-ae937111d673.png', 'checksum': '0fa0c81b3ca99f78229b39a3b86cc27e', 'path': 'full/9ebc83bde6d6e0685d9df1f4fb70037ba8b5f61a.jpg'}]",Λάμψη FM 92.3
http://resources.live24.gr/resources/images/stations/5cd88e6d-8326-46a7-9fa4-94cac2936ebf.jpg,/radio/generic.jsp?sid=387,Παραδοσιακά Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/5cd88e6d-8326-46a7-9fa4-94cac2936ebf.jpg', 'checksum': '601e148e53895dcaa480fccad91bfc89', 'path': 'full/eedb91b7708142ca41f639dee852304cd10ab0a0.jpg'}]",Ράδιο Πρέβεζα 93
http://resources.live24.gr/resources/images/stations/12f4efaf-24ac-4d56-b2e1-c9cc7a21f04e.jpg,/radio/generic.jsp?sid=1317,Ροκ,"[{'url': 'http://resources.live24.gr/resources/images/stations/12f4efaf-24ac-4d56-b2e1-c9cc7a21f04e.jpg', 'checksum': 'b071c16d6f146e80e8549cbd6b2cba8c', 'path': 'full/5f6cfb90ed9065ada6560a62891f5f15b97544cd.jpg'}]",X FM 94.3
http://resources.live24.gr/resources/images/stations/18ede0f8-f368-4742-ac43-217e0b832596.jpg,/radio/886radio.jsp,Διεθνής Μουσική,"[{'url': 'http://resources.live24.gr/resources/images/stations/18ede0f8-f368-4742-ac43-217e0b832596.jpg', 'checksum': '00e7e5b63a905539696a5d8ca1271081', 'path': 'full/4b9121343877c768f4689d7e249eec5dd98c6bb4.jpg'}]",UP Radio .
http://resources.live24.gr/resources/images/stations/119fc975-f49b-48ff-8bda-3ea1d7d74de4.jpg,/radio/generic.jsp?sid=2543,Διάφορα Ελληνικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/119fc975-f49b-48ff-8bda-3ea1d7d74de4.jpg', 'checksum': '0a80c1d8bb5715820f69f187c1950dd5', 'path': 'full/cac060a0ad8a1dd8a852369c1e85d62d1df89a05.jpg'}]",Star Athens 107.8
http://resources.live24.gr/resources/images/stations/0163c59b-62d4-46e4-93e7-71916c770e91.png,/radio/generic.jsp?sid=1986,Ειδήσεις / Αθλητικά,"[{'url': 'http://resources.live24.gr/resources/images/stations/0163c59b-62d4-46e4-93e7-71916c770e91.png', 'checksum': '6c8f0eae258ee82375bae940cd86c770', 'path': 'full/3c98b7dbc4ec27484d58c464cbb15fd381e357ca.jpg'}]",Παραπολιτικά FM 90.1
