station_url,genre,name,images,image_urls
/radio/generic.jsp?sid=2285,Λαϊκά,106.5 RadioIn ,"[{'path': 'full/644b19302fa67a39d5decac75fc925ed0eba03c9.jpg', 'checksum': '708c8bc7f9bf039ce349d2976b86278d', 'url': 'http://resources.live24.gr/resources/images/stations/e1ba74ff-1c9f-4701-bbb8-b7e22d82eaee.png'}]",http://resources.live24.gr/resources/images/stations/e1ba74ff-1c9f-4701-bbb8-b7e22d82eaee.png
/radio/generic.jsp?sid=2595,Διεθνής Μουσική,Athens Party ,"[{'path': 'full/f062233d419dc75ec717435c50c44ea8ee6bb9bd.jpg', 'checksum': '20375f07904740e4175db9fdd41c0eb1', 'url': 'http://resources.live24.gr/resources/images/stations/0512dc28-bc89-4ee0-b272-5993c7f8a8d8.png'}]",http://resources.live24.gr/resources/images/stations/0512dc28-bc89-4ee0-b272-5993c7f8a8d8.png
/radio/generic.jsp?sid=2927,Διάφορα Ελληνικά,ArtFM Radio ,"[{'path': 'full/eda28c63a3938299a293c5caacbca293cc10d97a.jpg', 'checksum': '7610e279f8e15533415822f548580137', 'url': 'http://resources.live24.gr/resources/images/stations/0db18c17-4d17-4464-a375-ba2870eba634.png'}]",http://resources.live24.gr/resources/images/stations/0db18c17-4d17-4464-a375-ba2870eba634.png
/radio/generic.jsp?sid=2559,Διεθνής Μουσική,Athens Metro Mall Radio ,"[{'path': 'full/291fda6d67e4f10e6fd6c98950e2b3ae6c3f3bee.jpg', 'checksum': '273b5ace4c8766e499c34dd6be696b89', 'url': 'http://resources.live24.gr/resources/images/stations/37d146e6-dbf3-4d0a-b5bd-0e6f125703a3.png'}]",http://resources.live24.gr/resources/images/stations/37d146e6-dbf3-4d0a-b5bd-0e6f125703a3.png
/radio/jukebox.jsp,Διεθνής Μουσική,Athens Jukebox Radio ,"[{'path': 'full/d1359a79052871ceb96bfe0aba7363a6355b7ab1.jpg', 'checksum': '847cb49cd6e9851b2457fc6d4d2d67e8', 'url': 'http://resources.live24.gr/resources/images/stations/0e3aea04-d178-4835-98e8-a9bfb983a957.png'}]",http://resources.live24.gr/resources/images/stations/0e3aea04-d178-4835-98e8-a9bfb983a957.png
/radio/generic.jsp?sid=2259,Διεθνής Μουσική,Athens JoCkey Radio ,"[{'path': 'full/31355a9201bb5056df15f0b50c1dc5a53edbdd52.jpg', 'checksum': '3e0b1840c9cf369819748e87c885f109', 'url': 'http://resources.live24.gr/resources/images/stations/f33113a6-0873-408c-aadf-209c5ae8b564.png'}]",http://resources.live24.gr/resources/images/stations/f33113a6-0873-408c-aadf-209c5ae8b564.png
/radio/generic.jsp?sid=2861,Διεθνής Μουσική,Aroto Instrumental Radio ,"[{'path': 'full/bd3f1e63b0cee44c1a004e1d2353360db2243f30.jpg', 'checksum': 'ec1f61ce55da023994d1fb2679783efd', 'url': 'http://resources.live24.gr/resources/images/stations/cb840c3e-3cb3-4c35-918f-411f3c73e636.png'}]",http://resources.live24.gr/resources/images/stations/cb840c3e-3cb3-4c35-918f-411f3c73e636.png
/radio/generic.jsp?sid=2970,Διεθνής Μουσική,Athens Jazz Radio ,"[{'path': 'full/0b21451def4ee5df17d0428e805c2836521b4ce0.jpg', 'checksum': 'd997dea3a761cb0228d3b93eef49c053', 'url': 'http://resources.live24.gr/resources/images/stations/5f50ab14-a35f-49c5-b2b0-5df8d93f5a3f.jpg'}]",http://resources.live24.gr/resources/images/stations/5f50ab14-a35f-49c5-b2b0-5df8d93f5a3f.jpg
/radio/generic.jsp?sid=1629,'Εντεχνα,Arty ,"[{'path': 'full/71e0248a256ac7d0526b8e8039f0aea5c1bd0b7c.jpg', 'checksum': '0159ea189f3f97ba292ea16ce9e7bce4', 'url': 'http://resources.live24.gr/resources/images/stations/3230c197-a3be-4305-a2ee-c1547045aafc.jpg'}]",http://resources.live24.gr/resources/images/stations/3230c197-a3be-4305-a2ee-c1547045aafc.jpg
/radio/generic.jsp?sid=2029,'Εντεχνα,Artnoise Jazz Radio ,"[{'path': 'full/51e8eb3e939f723afd11c522b590bf0896096a98.jpg', 'checksum': 'f27fbdb2e6d7f7ef73eeee9df35d3c04', 'url': 'http://resources.live24.gr/resources/images/stations/85f80756-29e0-469b-af10-842317302b48.png'}]",http://resources.live24.gr/resources/images/stations/85f80756-29e0-469b-af10-842317302b48.png
/radio/generic.jsp?sid=2591,Λαϊκά,Arion Λαϊκός ,"[{'path': 'full/452cddabf77db39134af4f3aca2075287aa78a90.jpg', 'checksum': '7b346880cdf9c2e0dc1a706511abd036', 'url': 'http://resources.live24.gr/resources/images/stations/0f0e0686-20d5-4f60-9585-9a828c068653.png'}]",http://resources.live24.gr/resources/images/stations/0f0e0686-20d5-4f60-9585-9a828c068653.png
/radio/generic.jsp?sid=2592,Διάφορα Ελληνικά,Arion Στιγμές ,"[{'path': 'full/5a1695cb72a6ea9710e7db6958a0bd172e808750.jpg', 'checksum': 'af98bff77348ad1cf973f097747efe86', 'url': 'http://resources.live24.gr/resources/images/stations/feaa04bf-8d0d-4d6a-90eb-86957072d279.png'}]",http://resources.live24.gr/resources/images/stations/feaa04bf-8d0d-4d6a-90eb-86957072d279.png
/radio/generic.jsp?sid=1340,Ελληνική Mainstream,Arion Radio ,"[{'path': 'full/4b3e1fde8c9b107c90fd1e2d94b6e35feb60572f.jpg', 'checksum': 'cc52b10decf9703c8bc4ae33bb26a86c', 'url': 'http://resources.live24.gr/resources/images/stations/69e0aeb4-7b39-438e-84b9-2f18bbad67c2.jpg'}]",http://resources.live24.gr/resources/images/stations/69e0aeb4-7b39-438e-84b9-2f18bbad67c2.jpg
/radio/generic.jsp?sid=2854,Διεθνής Μουσική,Aqua Radio The 80s ,"[{'path': 'full/b63a7b835f85a99986f142d1130d3c538d32024f.jpg', 'checksum': '056ee10a1b6632122188a361d086f5f0', 'url': 'http://resources.live24.gr/resources/images/stations/8cfaea64-cc72-4a0c-9ef9-0ac0e8512c46.png'}]",http://resources.live24.gr/resources/images/stations/8cfaea64-cc72-4a0c-9ef9-0ac0e8512c46.png
/radio/generic.jsp?sid=2649,Διεθνής Μουσική,Apple Radio GR ,"[{'path': 'full/7a0d1fcb97f9313bc5edad05a43a9e02079e88ef.jpg', 'checksum': 'af418294c6efa0dd1b6e1ef33ed9c345', 'url': 'http://resources.live24.gr/resources/images/stations/bd29655a-5069-4ac7-b9f9-d1f9419ee54f.png'}]",http://resources.live24.gr/resources/images/stations/bd29655a-5069-4ac7-b9f9-d1f9419ee54f.png
/radio/generic.jsp?sid=1942,Διεθνής Μουσική,Anyway Radio ,"[{'path': 'full/085558f1aea285bf4873453b74a679ea90c57ea8.jpg', 'checksum': 'd630023d72d5e7e7d120a228c6a42603', 'url': 'http://resources.live24.gr/resources/images/stations/362de3d0-6558-426b-9951-300aaa3270af.jpg'}]",http://resources.live24.gr/resources/images/stations/362de3d0-6558-426b-9951-300aaa3270af.jpg
/radio/generic.jsp?sid=1619,Διεθνής Μουσική,Music Art club ,"[{'path': 'full/55bbbeb1af5e29a9fe5301de14fcccde7d0cde65.jpg', 'checksum': '83b5902778951e484095917518ae3165', 'url': 'http://resources.live24.gr/resources/images/stations/8663016a-4923-4983-9c20-3d4de8ecc772.jpg'}]",http://resources.live24.gr/resources/images/stations/8663016a-4923-4983-9c20-3d4de8ecc772.jpg
/radio/generic.jsp?sid=2652,Ροκ,KL Gallery Radio ,"[{'path': 'full/588e5ec765560492899ccace26f5fb98b56db449.jpg', 'checksum': '5eb463b6f38c5dbd62b827295893756a', 'url': 'http://resources.live24.gr/resources/images/stations/2094e7ae-951f-4298-898e-bdc72a4b3383.png'}]",http://resources.live24.gr/resources/images/stations/2094e7ae-951f-4298-898e-bdc72a4b3383.png
/radio/generic.jsp?sid=2079,Διεθνής Μουσική,Simple Radio ,"[{'path': 'full/e887ca2a4256d860b162d39c538489fe0b703ff6.jpg', 'checksum': 'b6b436fc68b5cf59cfe7b1e67050985b', 'url': 'http://resources.live24.gr/resources/images/stations/a0716365-887b-40d9-9031-93f0f60bd927.jpg'}]",http://resources.live24.gr/resources/images/stations/a0716365-887b-40d9-9031-93f0f60bd927.jpg
/radio/generic.jsp?sid=1642,Ελληνική Mainstream,Silibre ,"[{'path': 'full/55b200df544440dbdfeacb7a4dcfbb7365009122.jpg', 'checksum': '3c2d3a217d9a78df5e1a34606fc098db', 'url': 'http://resources.live24.gr/resources/images/stations/c6155391-5151-4121-8ef6-1de6ea383f64.png'}]",http://resources.live24.gr/resources/images/stations/c6155391-5151-4121-8ef6-1de6ea383f64.png
/radio/generic.jsp?sid=2371,Ροκ,Shelter Radio ,"[{'path': 'full/c9ba7cbb7e06e1ac282d14863383e55356e654d4.jpg', 'checksum': '48961d93cb1d9744c6649e42b9629c26', 'url': 'http://resources.live24.gr/resources/images/stations/4318073a-367f-4a94-b11c-2d9a1b203b83.png'}]",http://resources.live24.gr/resources/images/stations/4318073a-367f-4a94-b11c-2d9a1b203b83.png
/radio/generic.jsp?sid=1437,POP,The Best Web Radio .,"[{'path': 'full/af512f6075340fcc432b06545c93578538e28ba4.jpg', 'checksum': '8cef1b9b4e32ca1ecd458226de50b38a', 'url': 'http://resources.live24.gr/resources/images/stations/0c546b10-6fc4-4e02-9c31-f00fe9aec780.png'}]",http://resources.live24.gr/resources/images/stations/0c546b10-6fc4-4e02-9c31-f00fe9aec780.png
/radio/generic.jsp?sid=2888,Διάφορα Ελληνικά,TechHead Radio ,"[{'path': 'full/21a47208db3e48a8455b35966f50e6366fc52673.jpg', 'checksum': 'd361b70b6aa7346c34f0e9c70766b5df', 'url': 'http://resources.live24.gr/resources/images/stations/0817ee98-bbcf-4298-acfc-96bb718611e9.png'}]",http://resources.live24.gr/resources/images/stations/0817ee98-bbcf-4298-acfc-96bb718611e9.png
/radio/generic.jsp?sid=2872,Ροκ,Sweet StudioFM ,"[{'path': 'full/a11c60404caea4daa83cf4e07492342d202b399e.jpg', 'checksum': 'f0091f73d5f82444a6afef8b12569e4b', 'url': 'http://resources.live24.gr/resources/images/stations/1caf9a33-a43d-48d1-a9e4-b23feac6597b.png'}]",http://resources.live24.gr/resources/images/stations/1caf9a33-a43d-48d1-a9e4-b23feac6597b.png
/radio/generic.jsp?sid=1765,Ροκ,Sweet FM ,"[{'path': 'full/abb52f6e1c0212f8beebecf3221221164e3c02ab.jpg', 'checksum': 'f280a08f2aa167db30956a4d585ef415', 'url': 'http://resources.live24.gr/resources/images/stations/e563c7fa-374f-408b-bad3-6c3997f4ef81.jpg'}]",http://resources.live24.gr/resources/images/stations/e563c7fa-374f-408b-bad3-6c3997f4ef81.jpg
/radio/generic.jsp?sid=2945,Διεθνής Μουσική,WVM Radio ,"[{'path': 'full/c29aad99f2763b7dca335909a32f976ecfd3e1b4.jpg', 'checksum': '856f3eb74f02d7d2cec3e3bc088151f2', 'url': 'http://resources.live24.gr/resources/images/stations/4b753df9-7f6f-468f-b10e-0d8c78b9bc1b.png'}]",http://resources.live24.gr/resources/images/stations/4b753df9-7f6f-468f-b10e-0d8c78b9bc1b.png
/radio/generic.jsp?sid=1979,Θρησκευτική,Πεμπτουσία FM ,"[{'path': 'full/7da967cba9a441eadc2a202b5e36553311dc7856.jpg', 'checksum': '644b0bd3027a8bdfaf5443d0abf9c2c5', 'url': 'http://resources.live24.gr/resources/images/stations/78eba09e-e771-4eb5-a850-2ad4101e3575.png'}]",http://resources.live24.gr/resources/images/stations/78eba09e-e771-4eb5-a850-2ad4101e3575.png
/radio/generic.jsp?sid=1792,Λαϊκά,Ράδιο 322 ,"[{'path': 'full/bdafd93a3ef15ae887b5eed541455324d8a2bdaa.jpg', 'checksum': '206d310ee6c73ca8207a1250f70aefce', 'url': 'http://resources.live24.gr/resources/images/stations/209d1ea1-8ce8-4fcf-9648-4290c5ddb49d.gif'}]",http://resources.live24.gr/resources/images/stations/209d1ea1-8ce8-4fcf-9648-4290c5ddb49d.gif
/radio/generic.jsp?sid=2274,Ελληνική Mainstream,Ράδιο 1000 Αστέρια ,"[{'path': 'full/f97d0b12f6097181fd1fd21fb47a0c0313501ea3.jpg', 'checksum': '89dfee5fd2e26245541505566d4e6c3d', 'url': 'http://resources.live24.gr/resources/images/stations/a435a992-ab43-4933-b9e6-3fc75f997254.jpg'}]",http://resources.live24.gr/resources/images/stations/a435a992-ab43-4933-b9e6-3fc75f997254.jpg
/radio/generic.jsp?sid=2433,Λαϊκά,Ράδιο  Ώρες-Ώρες ,"[{'path': 'full/0427fd330281a754b08b70d9e9d3c4307e8bc2e6.jpg', 'checksum': '0dfc2d4b14bc9d1b540ff2df0131faf0', 'url': 'http://resources.live24.gr/resources/images/stations/4b4f8203-2288-4c1b-82ce-bd433debb784.png'}]",http://resources.live24.gr/resources/images/stations/4b4f8203-2288-4c1b-82ce-bd433debb784.png
/radio/generic.jsp?sid=3006,Διεθνής Μουσική,Ράδιο Λόφος ,"[{'path': 'full/f4f79e25ce3a7a3b54f01a9d84868581014f62cc.jpg', 'checksum': '2506fd45782516afb1cda7a9a91c644b', 'url': 'http://resources.live24.gr/resources/images/stations/dca9db0a-5ae1-4b14-bf03-07199db9425f.jpg'}]",http://resources.live24.gr/resources/images/stations/dca9db0a-5ae1-4b14-bf03-07199db9425f.jpg
/radio/generic.jsp?sid=3097,Παραδοσιακά Ελληνικά,Ραδιοφωνία Ηρακλείου ,"[{'path': 'full/b269770fa5b0cf2b0e58dbd345b3ef874beb4268.jpg', 'checksum': '88fbbb15f958887a9e467a44dceb3bcf', 'url': 'http://resources.live24.gr/resources/images/stations/6e710ee0-670e-46b9-bc15-f67ef4c6132e.jpg'}]",http://resources.live24.gr/resources/images/stations/6e710ee0-670e-46b9-bc15-f67ef4c6132e.jpg
/radio/generic.jsp?sid=2926,Διεθνής Μουσική,Ραδιοφράγματα ,"[{'path': 'full/05167adea8f41481835062c74092267b0b0fd4b8.jpg', 'checksum': '8a16a69dd66b2954ea6c4f10a00a12b5', 'url': 'http://resources.live24.gr/resources/images/stations/8da1915d-57bb-4680-b910-d869a5650e7e.jpg'}]",http://resources.live24.gr/resources/images/stations/8da1915d-57bb-4680-b910-d869a5650e7e.jpg
/radio/generic.jsp?sid=2832,Διεθνής Μουσική,Ραδιοπειρατές ,"[{'path': 'full/8fa0ddeb39fbfc521b942cc32745d2549e958f81.jpg', 'checksum': '6578235070ae548c08a584edba803b9e', 'url': 'http://resources.live24.gr/resources/images/stations/cb474892-4269-4948-b4a6-8660ad7ec722.png'}]",http://resources.live24.gr/resources/images/stations/cb474892-4269-4948-b4a6-8660ad7ec722.png
/radio/generic.jsp?sid=1939,Λαϊκά,Ωμέγα Radio ,"[{'path': 'full/bc156458639671c587824ddb356bda37cd0b5261.jpg', 'checksum': '43cec583e4bd47f9f2a0b6488ea3e7e6', 'url': 'http://resources.live24.gr/resources/images/stations/eb7a562d-5b4c-44e2-bfa6-cd7f0e0f3989.jpg'}]",http://resources.live24.gr/resources/images/stations/eb7a562d-5b4c-44e2-bfa6-cd7f0e0f3989.jpg
/radio/generic.jsp?sid=2427,Διάφορα Ελληνικά,Χρυσές Νότες ,"[{'path': 'full/501a693471942d8db9297f7976c7c796a922256c.jpg', 'checksum': '6ddb3fd5e6598ceadc056723690e228c', 'url': 'http://resources.live24.gr/resources/images/stations/bb37b955-8fdf-4d85-82e4-7b5add90a5f3.png'}]",http://resources.live24.gr/resources/images/stations/bb37b955-8fdf-4d85-82e4-7b5add90a5f3.png
/radio/generic.jsp?sid=2071,Διεθνής Μουσική,Χαλαρά Ράδιο ,"[{'path': 'full/a30f7c54da4415002a507486902451ec4b865304.jpg', 'checksum': 'b1f825603f2f161c4be9633893a79317', 'url': 'http://resources.live24.gr/resources/images/stations/804e8226-08ef-422b-b9ec-2845a501d787.jpg'}]",http://resources.live24.gr/resources/images/stations/804e8226-08ef-422b-b9ec-2845a501d787.jpg
/radio/generic.jsp?sid=2353,Λαϊκά,Φήμες FM ,"[{'path': 'full/29f14f673b2a585cecfc0e8fa3b5989f7a6ea0c3.jpg', 'checksum': 'ba6678d98da41b2b3010f06c8567f899', 'url': 'http://resources.live24.gr/resources/images/stations/8103e828-a74f-4de5-86d0-551b9858f683.jpg'}]",http://resources.live24.gr/resources/images/stations/8103e828-a74f-4de5-86d0-551b9858f683.jpg
/radio/generic.jsp?sid=2629,Ελληνική Mainstream,Φαντασία Ράδιο ,"[{'path': 'full/1b795ea8fb7fc68bd4cc69e683dce172cb02190c.jpg', 'checksum': '4eb6dbf7c95f86b483160283bfe35a30', 'url': 'http://resources.live24.gr/resources/images/stations/c06476e2-302f-4ab0-8427-d130e33037d2.png'}]",http://resources.live24.gr/resources/images/stations/c06476e2-302f-4ab0-8427-d130e33037d2.png
/radio/generic.jsp?sid=2256,'Εντεχνα,Το Ραδιόφωνο ,"[{'path': 'full/a214cb20010b103e312859b0398b8908e51e8ae2.jpg', 'checksum': '6d60f492af8246d4cfe8ff5163930943', 'url': 'http://resources.live24.gr/resources/images/stations/80c09509-a669-4284-b462-3db020f58ba8.jpg'}]",http://resources.live24.gr/resources/images/stations/80c09509-a669-4284-b462-3db020f58ba8.jpg
/radio/generic.jsp?sid=3041,Διεθνής Μουσική,Το Ιατρικό Ραδιόφωνο ,"[{'path': 'full/0ffdb730e966d6b6a12c3797e761e313ec746f9f.jpg', 'checksum': 'ece7d720a1b363316a14db57d5eaf4b1', 'url': 'http://resources.live24.gr/resources/images/stations/8c0b3eb3-5fe9-4c20-9f2a-b91fde94c304.png'}]",http://resources.live24.gr/resources/images/stations/8c0b3eb3-5fe9-4c20-9f2a-b91fde94c304.png
/radio/generic.jsp?sid=3067,Διάφορα Ελληνικά,Τετράγωνο Ραδιόφωνο ,"[{'path': 'full/20517abe1e7219c4d5cee59fdac493c5af06ce76.jpg', 'checksum': '56af59cf0b0988d041b6293d292fb887', 'url': 'http://resources.live24.gr/resources/images/stations/b733299e-66ae-44ce-8857-403130f0b8b7.png'}]",http://resources.live24.gr/resources/images/stations/b733299e-66ae-44ce-8857-403130f0b8b7.png
/radio/generic.jsp?sid=1604,Διεθνής Μουσική,Σφήνα Ράδιο ,"[{'path': 'full/348a3b5259f2f49c5cff2c97fea393649d067dc1.jpg', 'checksum': 'f3f33420f6544c36315985cd894e1595', 'url': 'http://resources.live24.gr/resources/images/stations/e942ba5c-b327-4820-bea0-f8b6d092c9fe.jpg'}]",http://resources.live24.gr/resources/images/stations/e942ba5c-b327-4820-bea0-f8b6d092c9fe.jpg
/radio/generic.jsp?sid=2960,Διάφορα Ελληνικά,Συμμαχία για την Ελλάδα ,"[{'path': 'full/44d314fb00eabe13b6ddbef2a197645d7e742a99.jpg', 'checksum': 'a4381ea3686055ea631cc29659570ddb', 'url': 'http://resources.live24.gr/resources/images/stations/ff674f4e-76a2-4365-92fa-090ffe9ece7e.png'}]",http://resources.live24.gr/resources/images/stations/ff674f4e-76a2-4365-92fa-090ffe9ece7e.png
/radio/generic.jsp?sid=1470,Διεθνής Μουσική,Στροφή Ράδιο ,"[{'path': 'full/627167729d49ccf268ccb96f74244e4757c2fb5e.jpg', 'checksum': '4e842a2b9b38ba055f2d4858339ffbf6', 'url': 'http://resources.live24.gr/resources/images/stations/48baedf4-5e23-402c-bbf2-d5f78a5fd648.gif'}]",http://resources.live24.gr/resources/images/stations/48baedf4-5e23-402c-bbf2-d5f78a5fd648.gif
/radio/generic.jsp?sid=2411,Διάφορα Ελληνικά,Στέκι Ράδιο ,"[{'path': 'full/c534ddd68ce5c59ee655012bbc87c299235a3d2e.jpg', 'checksum': 'c6bfa2888fffee0d2b66a90c15ba97f9', 'url': 'http://resources.live24.gr/resources/images/stations/28199e1a-154e-45ac-bd75-1d290e36bf8a.png'}]",http://resources.live24.gr/resources/images/stations/28199e1a-154e-45ac-bd75-1d290e36bf8a.png
/radio/generic.jsp?sid=2351,Ροκ,Σταθμός Πρέβεζας ,"[{'path': 'full/0614d9b28c17c86c6718960d162c30fb355ba2c6.jpg', 'checksum': '953bd4d67a7ed58e16ed17104928b246', 'url': 'http://resources.live24.gr/resources/images/stations/e4d92d03-e3a3-45f8-8660-4dc799b39f38.jpg'}]",http://resources.live24.gr/resources/images/stations/e4d92d03-e3a3-45f8-8660-4dc799b39f38.jpg
/radio/generic.jsp?sid=1899,Λαϊκά,Σκάνδαλο Ράδιο ,"[{'path': 'full/596cdd9d1833376cfdb6aefaf34c10bc0dd64a56.jpg', 'checksum': '4136a3ef2fe0b4ef81c9a02897af61b9', 'url': 'http://resources.live24.gr/resources/images/stations/dc012a81-db89-489c-b14e-41f764e1172b.jpg'}]",http://resources.live24.gr/resources/images/stations/dc012a81-db89-489c-b14e-41f764e1172b.jpg
/radio/generic.jsp?sid=2980,Ελληνική Mainstream,Σαλονικιός Ράδιο ,"[{'path': 'full/fd004c88871b5e83c0efe64d9fc3a5e59cb7c48f.jpg', 'checksum': '3257fff9df54599ee187e128a5e82ab7', 'url': 'http://resources.live24.gr/resources/images/stations/cd469932-89e8-4486-8bc1-44582afd3f29.jpg'}]",http://resources.live24.gr/resources/images/stations/cd469932-89e8-4486-8bc1-44582afd3f29.jpg
/radio/generic.jsp?sid=3002,Λαϊκά,Ρυθμός ,"[{'path': 'full/29c59a33f43bc28dd695a9bdb335d05837cafb9a.jpg', 'checksum': '9cb45a84aaaab24a652554495b5779e1', 'url': 'http://resources.live24.gr/resources/images/stations/b993f569-954a-403e-9e8b-c96a27edeb79.jpg'}]",http://resources.live24.gr/resources/images/stations/b993f569-954a-403e-9e8b-c96a27edeb79.jpg
/radio/generic.jsp?sid=2991,Διάφορα Ελληνικά,Ρόδος FM Μουσικοεπιλογές ,"[{'path': 'full/b3adfdace159b0adf9010d24bb4fff1e95bbac3b.jpg', 'checksum': '41659e1e1a6ba4c70448433f76e08f3d', 'url': 'http://resources.live24.gr/resources/images/stations/cb5a31fe-155e-4301-835c-aac8bbc82fe7.png'}]",http://resources.live24.gr/resources/images/stations/cb5a31fe-155e-4301-835c-aac8bbc82fe7.png
/radio/generic.jsp?sid=2275,Λαϊκά,Ρεφρέν Ράδιο ,"[{'path': 'full/3660daf422e3b2f83952f87abfded79c64a1a492.jpg', 'checksum': '0e741283a7cf18f57be71f4113f0d984', 'url': 'http://resources.live24.gr/resources/images/stations/f6dce045-45d4-4b07-92ac-54c546a5ebbd.jpg'}]",http://resources.live24.gr/resources/images/stations/f6dce045-45d4-4b07-92ac-54c546a5ebbd.jpg
/radio/generic.jsp?sid=2456,Παραδοσιακά Ελληνικά,Ρεμπέτικο για λίγους ,"[{'path': 'full/97d39479d5638b06a574d85e076fd70e2c34c6c3.jpg', 'checksum': '1f04fe9f64514cfa4536719605440661', 'url': 'http://resources.live24.gr/resources/images/stations/ae918d4e-cc40-4e88-a6b7-4f9a21626e49.jpg'}]",http://resources.live24.gr/resources/images/stations/ae918d4e-cc40-4e88-a6b7-4f9a21626e49.jpg
/radio/generic.jsp?sid=3072,Διεθνής Μουσική,Ραδιόφωνο Ηλιούπολης ,"[{'path': 'full/c9ae122755187e69596e9435a3badfdd18282eb3.jpg', 'checksum': '96b888fdbc7fe14218384252e6447f14', 'url': 'http://resources.live24.gr/resources/images/stations/2e33bd6a-f2eb-44eb-b870-178f93bb8e9f.jpg'}]",http://resources.live24.gr/resources/images/stations/2e33bd6a-f2eb-44eb-b870-178f93bb8e9f.jpg
/radio/generic.jsp?sid=3022,Διάφορα Ελληνικά,Ράδιο Χαλάστρα ,"[{'path': 'full/9fcbc3a1b23b763677aa6de61ae68b4292bf2c8c.jpg', 'checksum': '60128da503680524717f11522a7a4bbd', 'url': 'http://resources.live24.gr/resources/images/stations/9e2a041a-6ddf-4443-8214-0ed9de919b0b.png'}]",http://resources.live24.gr/resources/images/stations/9e2a041a-6ddf-4443-8214-0ed9de919b0b.png
/radio/generic.jsp?sid=2908,Διεθνής Μουσική,Ράδιο Φλόγα ,"[{'path': 'full/0d4d58512ec431be326c73fd46682d2f0bf7681c.jpg', 'checksum': '4c7b6b31323b2d752d26b70b815fd7ae', 'url': 'http://resources.live24.gr/resources/images/stations/71ce0bb9-880e-4b73-943d-674ee9a54287.jpg'}]",http://resources.live24.gr/resources/images/stations/71ce0bb9-880e-4b73-943d-674ee9a54287.jpg
/radio/generic.jsp?sid=2643,Διάφορα Ελληνικά,Ράδιο ΥπερΝόησις ,"[{'path': 'full/bd10be102ee37a01050bbe85db6b6baed497a87f.jpg', 'checksum': 'd0e51988119af2c03f9a6a5dee7e68c6', 'url': 'http://resources.live24.gr/resources/images/stations/daac5d22-a94a-40d1-954b-850e2b77328f.jpg'}]",http://resources.live24.gr/resources/images/stations/daac5d22-a94a-40d1-954b-850e2b77328f.jpg
/radio/generic.jsp?sid=3015,Διεθνής Μουσική,Ράδιο Φάσμα ,"[{'path': 'full/8dbc40591e3d9dbef567f1f08394d8c07de1dbcf.jpg', 'checksum': '607f8e9057d232b3b6cbe8b0ac85fc1e', 'url': 'http://resources.live24.gr/resources/images/stations/47e295f1-70e3-4f1b-88f7-a42e8e21a994.png'}]",http://resources.live24.gr/resources/images/stations/47e295f1-70e3-4f1b-88f7-a42e8e21a994.png
/radio/generic.jsp?sid=2416,Διεθνής Μουσική,Ράδιο -Υγεία ,"[{'path': 'full/4ea15b8dc78a54afe878f009da5fa03edfd0a4ec.jpg', 'checksum': '8d16730e7212df9fba3277fe5e9c565f', 'url': 'http://resources.live24.gr/resources/images/stations/5daeec17-6035-4676-8778-8cb223abc34a.png'}]",http://resources.live24.gr/resources/images/stations/5daeec17-6035-4676-8778-8cb223abc34a.png
/radio/generic.jsp?sid=2766,Παραδοσιακά Ελληνικά,Ράδιο Τσάμπουνο ,"[{'path': 'full/6bdd5e7237428ee07460e5424982970c3adefcca.jpg', 'checksum': 'a33257a85fa0f6c45206f5ac5e5bb46d', 'url': 'http://resources.live24.gr/resources/images/stations/d9597065-24b6-4010-b1c1-c3f83fdfa55c.png'}]",http://resources.live24.gr/resources/images/stations/d9597065-24b6-4010-b1c1-c3f83fdfa55c.png
/radio/generic.jsp?sid=2983,Ειδήσεις / Αθλητικά,Ράδιο Τρέλανε μας ,"[{'path': 'full/a7fc4c36e300ef831a023a7444ed63fd705f81a2.jpg', 'checksum': 'd874738a20ff3d31b4de5f1412834437', 'url': 'http://resources.live24.gr/resources/images/stations/3889e5e5-ad9b-484f-b7df-7ecc3e711e6f.png'}]",http://resources.live24.gr/resources/images/stations/3889e5e5-ad9b-484f-b7df-7ecc3e711e6f.png
/radio/generic.jsp?sid=2875,Ελληνική Mainstream,Ράδιο Ταξί ,"[{'path': 'full/2da3828ceaa13504cbb118df1523f35fc912f30b.jpg', 'checksum': 'e031404743888249a15617f08af0a01e', 'url': 'http://resources.live24.gr/resources/images/stations/d7fc4fd1-6de4-4a68-882b-d544ce24444c.png'}]",http://resources.live24.gr/resources/images/stations/d7fc4fd1-6de4-4a68-882b-d544ce24444c.png
/radio/generic.jsp?sid=3108,Διάφορα Ελληνικά,Ράδιο Σουξέ ,"[{'path': 'full/b3d8f64cb9af31a282668c55bd83743f674f7522.jpg', 'checksum': '917159297d88aa3e47afdaac6d05abc5', 'url': 'http://resources.live24.gr/resources/images/stations/08dcfff9-ca15-45e3-94e1-4f359459c9d7.png'}]",http://resources.live24.gr/resources/images/stations/08dcfff9-ca15-45e3-94e1-4f359459c9d7.png
/radio/generic.jsp?sid=2958,Θρησκευτική,Ράδιο Σάλπισμα Ζωής ,"[{'path': 'full/f8300219ae72b6007a6b98dfcee1253386a58fd9.jpg', 'checksum': '7f6cd5b75011251681dbe7a3aad4ce08', 'url': 'http://resources.live24.gr/resources/images/stations/45ebc8df-301b-4e39-8fb0-778b755acd88.png'}]",http://resources.live24.gr/resources/images/stations/45ebc8df-301b-4e39-8fb0-778b755acd88.png
